sigma,linear_log_sigma,bounded_log_sigmoid
0.8483252931799299,0.6286297843882027,0.6248188994759896
0.8522142358915012,0.6299745411313326,0.6295859963448456
0.8561210065230171,0.6313192978744623,0.634356217633258
0.8600456868022772,0.632664054617592,0.6391288132677873
0.8639883588317417,0.6340088113607216,0.6439030225457764
0.8679491050902509,0.6353535681038515,0.6486780743795871
0.8719280084347485,0.6366983248469811,0.6534531875541788
0.875925152102016,0.6380430815901108,0.6582275709980365
0.8799406197104144,0.6393878383332405,0.6630004240674211
0.8839744952616324,0.6407325950763703,0.6677709368439076
0.888026863142444,0.6420773518194999,0.6725382904451563
0.8920978081264748,0.6434221085626297,0.6773016573488239
0.8961874153759739,0.6447668653057593,0.6820602017295115
0.9002957704435967,0.6461116220488892,0.6868130798086296
0.9044229592741934,0.6474563787920189,0.6915594402170147
0.9085690682066085,0.6488011355351485,0.696298424370131
0.9127341839754859,0.6501458922782783,0.701029166855657
0.9169183937130828,0.651490649021408,0.7057507958332243
